"date","draw_number","draw_sum","odd_count","even_count","low_count","high_count","spread"
"",45,161,3,3,2,4,45
"",46,157,3,3,3,3,43
"",46,146,4,2,4,2,41
"",47,82,4,2,5,1,34
"",47,156,4,2,1,5,36
"",48,199,1,5,2,4,41
"",48,72,2,4,5,1,30
"",49,108,4,2,5,1,27
"",49,106,4,2,4,2,40
"",50,155,3,3,3,3,25
"",50,122,2,4,4,2,47
"",51,165,3,3,3,3,41
"",51,194,2,4,2,4,39
"",52,126,4,2,4,2,33
"",52,165,3,3,2,4,39
"",601,165,3,3,2,4,39
"",601,132,2,4,4,2,30
"",601,173,1,5,3,3,34
"",602,153,3,3,3,3,31
"",602,144,2,4,4,2,29
"",602,193,3,3,1,5,41
"",1,92,4,2,4,2,30
"",1,91,5,1,4,2,34
"",2,132,4,2,4,2,37
"",2,160,2,4,3,3,31
"",3,154,4,2,3,3,44
"",3,182,2,4,2,4,35
"",4,165,3,3,2,4,37
"",4,177,3,3,2,4,22
"",5,176,4,2,1,5,39
"",5,198,4,2,1,5,35
"",6,149,3,3,3,3,45
"",6,178,4,2,2,4,30
"",7,123,3,3,3,3,28
"",7,165,3,3,3,3,33
"",8,72,2,4,5,1,24
"",8,148,4,2,3,3,35
"",9,143,3,3,3,3,39
"",9,168,0,6,2,4,38
"",10,150,4,2,3,3,38
"",10,156,4,2,3,3,28
"",11,132,4,2,3,3,48
"",11,61,3,3,6,0,22
"",12,138,2,4,3,3,42
"",12,150,4,2,3,3,41
"",13,170,2,4,2,4,45
"",13,78,2,4,5,1,26
"",14,168,4,2,3,3,35
"",14,136,4,2,3,3,28
"",15,94,2,4,5,1,38
"",15,219,3,3,1,5,39
"",16,157,5,1,2,4,27
"",16,133,1,5,3,3,42
"",17,132,2,4,3,3,45
"",17,118,4,2,4,2,48
"",18,134,2,4,3,3,43
"",18,264,2,4,0,6,10
"",19,154,4,2,2,4,45
"",19,136,4,2,3,3,43
"",20,141,3,3,4,2,43
"",20,101,3,3,5,1,25
"",21,124,2,4,4,2,39
"",21,192,2,4,2,4,40
"",22,132,2,4,3,3,33
"",22,95,3,3,4,2,35
"",23,188,2,4,2,4,32
"",23,165,3,3,2,4,38
"",24,168,2,4,2,4,44
"",24,141,3,3,3,3,46
"",25,141,3,3,2,4,39
"",25,164,4,2,2,4,40
"",26,175,5,1,2,4,40
"",26,169,1,5,3,3,28
"",27,174,2,4,3,3,33
"",27,190,4,2,2,4,28
"",28,143,3,3,4,2,34
"",28,168,2,4,3,3,31
"",29,173,5,1,2,4,35
"",29,187,3,3,2,4,39
"",30,144,2,4,3,3,37
"",30,218,4,2,0,6,20
"",31,134,2,4,3,3,30
"",31,180,2,4,3,3,31
"",32,175,5,1,2,4,38
"",32,115,3,3,4,2,43
"",33,176,4,2,3,3,31
"",33,201,3,3,2,4,41
"",34,166,2,4,3,3,27
"",34,159,5,1,4,2,30
"",35,152,2,4,2,4,30
"",35,237,3,3,1,5,27
"",36,162,4,2,2,4,42
"",36,103,3,3,5,1,26
"",37,159,3,3,3,3,39
"",37,202,4,2,1,5,32
"",38,141,3,3,3,3,30
"",38,97,3,3,6,0,14
"",39,172,2,4,2,4,35
"",39,192,4,2,2,4,34
"",40,133,3,3,2,4,45
"",40,161,3,3,1,5,42
"",41,161,3,3,3,3,45
"",41,147,1,5,3,3,37
"",42,80,2,4,6,0,19
"",42,167,3,3,2,4,23
"",43,169,1,5,3,3,37
"",43,79,3,3,5,1,23
"",44,160,2,4,3,3,40
"",44,117,1,5,4,2,42
"",45,187,3,3,1,5,22
"",45,82,4,2,6,0,18
"",46,129,3,3,4,2,44
"",46,97,3,3,5,1,37
"",47,124,4,2,3,3,43
"",47,214,4,2,2,4,27
"",48,152,4,2,3,3,32
"",48,139,3,3,4,2,42
"",49,149,5,1,3,3,44
"",49,193,5,1,1,5,42
"",50,144,2,4,3,3,43
"",50,131,3,3,3,3,29
"",51,179,1,5,2,4,32
"",51,108,2,4,4,2,40
"",52,120,4,2,4,2,42
"",52,204,4,2,1,5,25
"",601,116,2,4,3,3,35
"",601,163,3,3,2,4,41
"",601,174,2,4,2,4,33
"",602,113,3,3,4,2,37
"",602,138,2,4,3,3,36
"",602,139,5,1,3,3,25
"",603,168,4,2,2,4,37
"",603,195,5,1,2,4,42
"",603,154,4,2,2,4,40
"",604,149,3,3,3,3,42
"",604,165,3,3,3,3,42
"",604,72,2,4,6,0,18
"",605,112,2,4,4,2,40
"",605,117,3,3,3,3,27
"",605,169,3,3,2,4,46
"",1,139,3,3,3,3,20
"",1,183,5,1,2,4,45
"",1,178,4,2,3,3,26
"",1,185,3,3,2,4,44
"",2,175,3,3,2,4,44
"",2,142,4,2,4,2,45
"",3,153,3,3,2,4,33
"",3,119,3,3,4,2,36
"",4,111,3,3,4,2,37
"",4,176,4,2,2,4,46
"",5,160,2,4,2,4,36
"",5,118,4,2,3,3,28
"",6,191,5,1,2,4,36
"",6,126,4,2,4,2,28
"",7,124,4,2,4,2,44
"",7,147,3,3,3,3,41
"",8,180,4,2,2,4,35
"",8,248,2,4,1,5,28
"",9,185,3,3,3,3,35
"",9,152,2,4,3,3,24
"",10,121,3,3,4,2,34
"",10,115,5,1,4,2,36
"",11,184,2,4,2,4,41
"",11,160,2,4,3,3,36
"",12,101,3,3,5,1,21
"",12,129,3,3,3,3,41
"",13,141,3,3,3,3,21
"",13,150,0,6,3,3,24
"",14,162,2,4,2,4,39
"",14,74,4,2,5,1,27
"",15,153,3,3,4,2,43
"",15,146,2,4,3,3,35
"",16,188,4,2,2,4,48
"",16,142,2,4,3,3,42
"",17,70,2,4,5,1,24
"",17,189,3,3,2,4,34
"",18,161,3,3,2,4,45
"",18,153,3,3,3,3,47
"",19,189,3,3,2,4,37
"",19,152,2,4,4,2,39
"",20,134,2,4,3,3,31
"",20,155,5,1,3,3,41
"",21,112,2,4,4,2,27
"",21,105,3,3,3,3,34
"",22,133,1,5,3,3,25
"",22,183,5,1,2,4,42
"",23,184,2,4,3,3,24
"",23,203,3,3,1,5,27
"",24,193,3,3,2,4,29
"",24,154,4,2,2,4,44
"",25,206,4,2,1,5,30
"",25,125,5,1,4,2,44
"",26,173,3,3,2,4,43
"",26,186,2,4,2,4,40
"",27,187,5,1,2,4,32
"",27,176,4,2,2,4,48
"",28,185,3,3,3,3,44
"",28,176,2,4,2,4,43
"",29,153,5,1,3,3,41
"",29,124,4,2,4,2,36
"",30,126,4,2,3,3,46
"",30,66,4,2,6,0,15
"",31,136,0,6,3,3,46
"",31,185,3,3,3,3,30
"",32,152,2,4,3,3,37
"",32,132,2,4,4,2,43
"",33,126,4,2,4,2,35
"",33,143,5,1,4,2,33
"",34,169,5,1,3,3,45
"",34,123,3,3,4,2,40
"",35,210,4,2,2,4,32
"",35,160,2,4,2,4,40
"",36,139,1,5,3,3,40
"",36,135,3,3,3,3,45
"",37,153,5,1,3,3,22
"",37,181,5,1,3,3,35
"",38,198,2,4,2,4,41
"",38,126,4,2,3,3,40
"",39,148,2,4,4,2,43
"",39,174,2,4,2,4,46
"",40,147,3,3,3,3,41
"",40,154,2,4,2,4,39
"",41,229,5,1,1,5,31
"",41,104,2,4,4,2,33
"",42,145,3,3,3,3,43
"",42,167,5,1,2,4,42
"",43,113,3,3,4,2,18
"",43,199,3,3,1,5,36
"",44,163,3,3,2,4,40
"",44,133,3,3,4,2,35
"",45,206,4,2,1,5,42
"",45,106,6,0,3,3,38
"",46,173,3,3,3,3,30
"",46,131,5,1,4,2,40
"",47,198,2,4,1,5,31
"",47,82,4,2,5,1,36
"",48,131,3,3,3,3,24
"",48,179,3,3,2,4,42
"",49,190,4,2,3,3,44
"",49,147,5,1,3,3,46
"",50,104,4,2,4,2,33
"",50,141,3,3,3,3,27
"",51,113,3,3,4,2,41
"",51,167,5,1,2,4,32
"",52,125,3,3,4,2,44
"",52,172,4,2,2,4,25
"",601,175,3,3,2,4,30
"",601,196,2,4,3,3,39
"",601,124,4,2,4,2,37
"",602,143,3,3,3,3,43
"",602,146,2,4,3,3,12
"",602,158,6,0,3,3,46
"",603,174,4,2,3,3,41
"",603,156,4,2,3,3,38
"",604,137,3,3,4,2,36
"",604,175,3,3,3,3,43
"",0,140,2,4,3,3,44
"",0,177,3,3,2,4,31
"",0,144,4,2,3,3,38
"",1,122,2,4,4,2,41
"",1,210,4,2,1,5,25
"",2,148,4,2,3,3,44
"",2,144,4,2,4,2,43
"",3,100,2,4,4,2,27
"",3,155,3,3,3,3,45
"",4,169,1,5,2,4,37
"",4,158,2,4,2,4,31
"",5,78,4,2,5,1,36
"",5,155,3,3,2,4,41
"",6,95,3,3,4,2,23
"",6,188,2,4,1,5,40
"",7,216,2,4,1,5,22
"",7,125,3,3,3,3,27
"",8,185,3,3,2,4,36
"",8,137,3,3,4,2,43
"",9,187,1,5,3,3,36
"",9,169,1,5,2,4,41
"",10,133,5,1,3,3,42
"",10,132,4,2,4,2,44
"",11,156,2,4,3,3,41
"",11,145,1,5,3,3,39
"",12,164,2,4,3,3,17
"",12,147,3,3,3,3,43
"",13,144,4,2,4,2,33
"",13,106,2,4,4,2,29
"",14,69,3,3,5,1,29
"",14,176,2,4,2,4,43
"",15,169,3,3,3,3,45
"",15,154,2,4,2,4,37
"",16,208,4,2,1,5,26
"",16,155,3,3,3,3,39
"",17,125,3,3,4,2,41
"",17,146,0,6,3,3,40
"",18,126,2,4,3,3,33
"",18,140,4,2,4,2,44
"",19,174,6,0,2,4,42
"",19,95,5,1,5,1,43
"",20,150,2,4,3,3,43
"",20,133,3,3,3,3,47
"",21,133,3,3,4,2,25
"",21,76,2,4,4,2,33
"",22,152,4,2,3,3,41
"",22,118,2,4,4,2,40
"",23,158,4,2,3,3,39
"",23,155,1,5,2,4,32
"",24,187,3,3,3,3,40
"",24,141,3,3,3,3,47
"",25,129,3,3,3,3,41
"",25,238,2,4,1,5,35
"",26,103,3,3,4,2,28
"",26,94,2,4,5,1,36
"",27,205,5,1,1,5,38
"",27,124,2,4,3,3,35
"",28,154,4,2,3,3,36
"",28,175,3,3,3,3,31
"",29,187,3,3,2,4,33
"",29,169,3,3,3,3,34
"",30,169,5,1,3,3,30
"",30,171,3,3,2,4,35
"",31,196,4,2,2,4,48
"",31,139,3,3,3,3,42
"",32,212,2,4,1,5,35
"",32,158,4,2,3,3,43
"",33,124,4,2,3,3,40
"",33,233,3,3,1,5,35
"",34,84,2,4,5,1,23
"",34,177,1,5,2,4,34
"",35,203,3,3,1,5,19
"",35,122,4,2,3,3,41
"",36,211,3,3,0,6,20
"",36,188,4,2,2,4,22
"",37,134,4,2,3,3,47
"",37,134,4,2,3,3,37
"",38,186,2,4,2,4,31
"",38,182,2,4,2,4,36
"",39,146,4,2,4,2,30
"",39,159,1,5,3,3,38
"",40,201,5,1,2,4,37
"",40,198,2,4,1,5,34
"",41,84,2,4,4,2,24
"",41,101,3,3,5,1,45
"",42,153,3,3,2,4,36
"",42,114,4,2,3,3,36
"",43,158,2,4,3,3,47
"",43,138,4,2,3,3,45
"",44,192,2,4,1,5,25
"",44,180,2,4,2,4,38
"",45,160,4,2,3,3,47
"",45,139,1,5,4,2,33
"",46,149,1,5,3,3,38
"",46,205,3,3,1,5,30
"",47,137,5,1,3,3,38
"",47,144,2,4,3,3,34
"",48,204,2,4,1,5,25
"",48,146,4,2,4,2,41
"",49,167,1,5,3,3,38
"",49,171,1,5,2,4,38
"",50,129,3,3,3,3,43
"",50,141,1,5,2,4,33
"",51,114,2,4,4,2,41
"",51,60,4,2,6,0,20
"",52,142,2,4,4,2,45
"",52,154,2,4,3,3,29
"",601,161,3,3,2,4,31
"",601,203,3,3,1,5,46
"",602,141,3,3,3,3,38
"",602,188,6,0,2,4,40
"",603,127,3,3,4,2,41
"",603,137,3,3,4,2,31
"",0,182,2,4,2,4,44
"",0,191,3,3,1,5,41
"",1,184,0,6,2,4,40
"",1,183,1,5,1,5,34
"",2,152,4,2,3,3,47
"",2,143,3,3,4,2,18
"",3,172,4,2,3,3,37
"",3,98,2,4,5,1,39
"",4,145,3,3,3,3,42
"",4,129,5,1,4,2,42
"",5,178,4,2,3,3,31
"",5,98,4,2,5,1,15
"",6,146,2,4,2,4,27
"",6,159,3,3,3,3,34
"",7,185,3,3,2,4,45
"",7,124,4,2,3,3,37
"",8,124,4,2,4,2,37
"",8,81,5,1,5,1,36
"",9,177,5,1,2,4,39
"",9,70,4,2,5,1,24
"",10,145,3,3,4,2,41
"",10,115,1,5,4,2,32
"",11,189,3,3,2,4,41
"",11,163,5,1,2,4,38
"",12,100,2,4,5,1,18
"",12,123,1,5,4,2,30
"",13,152,4,2,2,4,38
"",13,172,2,4,3,3,37
"",14,203,3,3,2,4,46
"",14,88,6,0,5,1,34
"",15,184,4,2,1,5,37
"",15,178,4,2,1,5,39
"",16,185,3,3,2,4,33
"",16,143,5,1,3,3,41
"",17,198,2,4,1,5,21
"",17,172,4,2,2,4,32
"",17,163,1,5,2,4,40
"",18,110,2,4,4,2,42
"",18,126,4,2,4,2,43
"",19,218,2,4,1,5,32
"",19,209,5,1,1,5,24
"",20,147,5,1,4,2,36
"",20,109,3,3,4,2,28
"",21,196,4,2,2,4,39
"",21,147,3,3,4,2,26
"",21,69,3,3,6,0,16
"",22,59,3,3,5,1,22
"",22,96,4,2,5,1,30
"",23,138,4,2,4,2,43
"",23,257,3,3,1,5,25
"",24,130,4,2,3,3,34
"",24,141,3,3,4,2,42
"",25,170,4,2,2,4,41
"",25,158,2,4,3,3,38
"",26,125,5,1,4,2,36
"",26,175,5,1,2,4,32
"",27,146,4,2,3,3,47
"",27,79,3,3,5,1,28
"",28,179,3,3,2,4,47
"",28,83,3,3,4,2,27
"",29,149,3,3,3,3,39
"",29,99,3,3,3,3,28
"",30,112,2,4,4,2,29
"",30,165,3,3,3,3,46
"",31,117,3,3,3,3,32
"",31,199,3,3,1,5,29
"",31,129,3,3,4,2,47
"",32,100,0,6,5,1,40
"",32,125,3,3,4,2,41
"",33,170,4,2,2,4,45
"",33,54,2,4,5,1,35
"",34,113,3,3,3,3,31
"",34,188,4,2,1,5,35
"",35,85,5,1,4,2,32
"",35,120,4,2,4,2,32
"",36,163,5,1,3,3,46
"",36,169,3,3,2,4,43
"",37,123,1,5,4,2,31
"",37,138,2,4,3,3,47
"",38,111,5,1,3,3,32
"",38,108,4,2,4,2,35
"",39,173,3,3,2,4,44
"",39,168,4,2,2,4,36
"",40,87,1,5,5,1,23
"",40,122,2,4,3,3,33
"",41,127,5,1,4,2,30
"",41,160,2,4,2,4,32
"",41,158,2,4,3,3,30
"",42,115,3,3,4,2,44
"",42,205,5,1,2,4,26
"",43,133,1,5,4,2,40
"",43,135,1,5,3,3,37
"",44,150,2,4,3,3,34
"",44,179,3,3,3,3,44
"",45,102,2,4,5,1,35
"",45,219,1,5,1,5,32
"",46,180,4,2,2,4,43
"",46,168,2,4,3,3,40
"",47,152,4,2,3,3,35
"",47,118,2,4,3,3,42
"",48,133,3,3,3,3,37
"",48,154,4,2,4,2,36
"",49,190,2,4,2,4,33
"",49,97,3,3,4,2,34
"",50,110,2,4,4,2,34
"",50,168,2,4,2,4,31
"",51,133,1,5,3,3,26
"",51,156,4,2,2,4,36
"",51,183,3,3,2,4,31
"",52,121,3,3,4,2,35
"",52,195,3,3,2,4,30
"",53,120,4,2,3,3,31
"",53,169,3,3,3,3,40
"",54,156,4,2,3,3,45
"",54,146,4,2,4,2,39
"",55,163,5,1,2,4,34
"",55,192,4,2,2,4,38
"",56,125,5,1,4,2,45
"",56,141,5,1,3,3,32
"",57,65,3,3,5,1,36
"",57,117,1,5,5,1,36
"",57,170,4,2,2,4,45
"",58,92,2,4,5,1,37
"",58,216,2,4,2,4,43
"",58,226,4,2,1,5,25
"",59,138,4,2,3,3,35
"",59,157,3,3,3,3,42
"",59,184,4,2,1,5,36
"",60,123,3,3,3,3,37
"",60,164,4,2,2,4,42
"",60,147,3,3,3,3,41
"",61,106,2,4,4,2,34
"",61,115,1,5,4,2,40
"",61,150,2,4,3,3,41
"",62,99,3,3,4,2,44
"",62,169,5,1,2,4,48
"",62,173,1,5,2,4,40
"",63,141,5,1,3,3,40
"",63,174,2,4,2,4,30
"",63,110,4,2,4,2,39
"",64,110,4,2,4,2,44
"",64,177,1,5,1,5,22
"",64,117,3,3,4,2,42
"",65,137,3,3,3,3,32
"",65,127,3,3,4,2,43
"",65,133,5,1,3,3,31
"",66,190,2,4,2,4,35
"",66,169,1,5,3,3,42
"",66,206,4,2,1,5,20
"",67,81,3,3,5,1,25
"",67,139,5,1,5,1,36
"",67,157,1,5,3,3,34
"",68,122,4,2,4,2,44
"",68,169,3,3,3,3,27
"",68,103,3,3,4,2,46
"",69,141,3,3,3,3,32
"",69,110,4,2,4,2,29
"",69,108,2,4,4,2,34
"",70,112,4,2,4,2,46
"",70,151,5,1,2,4,42
"",70,188,4,2,2,4,35
"",71,187,3,3,2,4,27
"",71,142,2,4,3,3,37
"",71,132,6,0,4,2,38
"",72,143,3,3,3,3,22
"",72,190,4,2,2,4,41
"",72,149,5,1,3,3,28
"",73,157,1,5,3,3,13
"",73,155,3,3,2,4,35
"",73,126,2,4,4,2,36
"",74,210,2,4,1,5,34
"",74,170,2,4,2,4,43
"",74,151,1,5,3,3,41
"",75,159,1,5,3,3,46
"",75,160,4,2,3,3,34
"",75,175,1,5,2,4,36
"",76,149,3,3,3,3,38
"",76,147,5,1,3,3,47
"",76,164,2,4,3,3,43
"",77,109,3,3,4,2,40
"",77,131,3,3,4,2,37
"",77,142,2,4,4,2,26
"",78,172,2,4,3,3,38
"",78,180,2,4,2,4,43
"",78,126,4,2,4,2,35
"",79,172,4,2,2,4,42
"",79,130,4,2,3,3,39
"",79,101,3,3,4,2,42
"",80,142,2,4,4,2,33
"",80,148,6,0,3,3,38
"",80,170,4,2,2,4,26
"",81,102,4,2,4,2,38
"",81,164,4,2,2,4,30
"",81,148,2,4,2,4,40
"",82,114,2,4,3,3,28
"",82,157,3,3,3,3,44
"",82,133,3,3,4,2,34
"",83,154,4,2,3,3,29
"",83,169,3,3,2,4,41
"",83,94,4,2,4,2,34
"",84,163,3,3,3,3,31
"",84,125,3,3,4,2,40
"",84,138,4,2,3,3,46
"",0,132,4,2,4,2,40
"",0,142,2,4,4,2,30
"",0,124,2,4,4,2,36
"",1,156,2,4,3,3,42
"",1,189,3,3,2,4,34
"",1,154,2,4,4,2,38
"",2,127,3,3,4,2,47
"",2,129,1,5,4,2,35
"",2,79,3,3,6,0,19
"",3,201,5,1,2,4,39
"",3,164,4,2,2,4,35
"",3,138,2,4,4,2,32
"",4,148,2,4,2,4,19
"",4,110,4,2,5,1,38
"",4,150,4,2,2,4,36
"",5,149,1,5,3,3,41
"",5,153,3,3,3,3,29
"",5,154,2,4,3,3,38
"",6,124,2,4,4,2,39
"",6,137,3,3,3,3,37
"",6,230,2,4,1,5,37
"",7,169,3,3,2,4,27
"",7,119,3,3,5,1,43
"",7,163,1,5,3,3,41
"",8,129,3,3,3,3,45
"",8,162,4,2,3,3,47
"",8,153,3,3,3,3,40
"",9,120,4,2,4,2,37
"",9,171,5,1,1,5,38
"",9,192,2,4,1,5,39
"",10,142,2,4,3,3,45
"",10,119,3,3,4,2,36
"",10,202,2,4,2,4,28
"",11,93,3,3,5,1,34
"",11,166,2,4,2,4,42
"",11,209,3,3,1,5,33
"",12,118,2,4,3,3,39
"",12,163,3,3,2,4,42
"",12,161,3,3,2,4,39
"",13,127,3,3,4,2,30
"",13,151,3,3,4,2,40
"",13,162,2,4,3,3,39
"",14,198,4,2,2,4,42
"",14,126,4,2,4,2,46
"",14,136,4,2,2,4,40
"",15,90,4,2,4,2,24
"",15,80,4,2,4,2,31
"",15,187,3,3,2,4,47
"",16,158,4,2,3,3,43
"",16,125,1,5,3,3,40
"",16,180,2,4,2,4,34
"",17,186,2,4,3,3,24
"",17,168,4,2,3,3,47
"",17,153,3,3,3,3,39
"",18,182,4,2,1,5,33
"",18,130,2,4,4,2,41
"",18,123,3,3,3,3,47
"",19,149,5,1,2,4,46
"",19,132,4,2,4,2,28
"",19,149,3,3,4,2,31
"",20,126,4,2,3,3,39
"",20,182,2,4,2,4,24
"",20,193,3,3,2,4,47
"",21,76,4,2,5,1,32
"",21,112,2,4,4,2,41
"",21,148,2,4,3,3,41
"",22,147,1,5,3,3,32
"",22,162,2,4,3,3,15
"",22,129,3,3,4,2,47
"",23,171,3,3,1,5,43
"",23,193,3,3,1,5,41
"",23,103,3,3,4,2,46
"",24,186,2,4,2,4,44
"",24,154,4,2,3,3,47
"",24,183,3,3,2,4,39
"",25,197,3,3,1,5,30
"",25,139,3,3,4,2,42
"",25,115,1,5,4,2,38
"",26,162,2,4,3,3,37
"",26,130,2,4,3,3,38
"",26,152,2,4,4,2,36
"",27,193,3,3,2,4,44
"",27,185,5,1,2,4,42
"",27,159,3,3,2,4,39
"",28,79,3,3,5,1,36
"",28,151,3,3,3,3,47
"",28,99,3,3,5,1,25
"",29,165,3,3,2,4,43
"",29,143,3,3,4,2,21
"",29,133,3,3,4,2,33
"",30,123,1,5,4,2,30
"",30,123,3,3,4,2,47
"",30,172,4,2,2,4,47
"",31,138,4,2,3,3,26
"",31,171,5,1,2,4,28
"",31,114,2,4,4,2,35
"",32,99,3,3,5,1,39
"",32,137,1,5,4,2,38
"",32,134,4,2,3,3,31
"",33,153,3,3,2,4,37
"",33,157,3,3,3,3,36
"",33,77,5,1,5,1,36
"",34,195,3,3,2,4,23
"",34,175,3,3,3,3,47
"",34,91,3,3,5,1,32
"",35,115,3,3,4,2,31
"",35,161,1,5,1,5,32
"",35,157,5,1,2,4,41
"",36,146,4,2,2,4,41
"",36,127,3,3,3,3,34
"",36,124,4,2,4,2,38
"",37,130,4,2,3,3,27
"",37,136,2,4,4,2,38
"",37,190,4,2,2,4,40
"",38,103,3,3,5,1,21
"",38,149,3,3,2,4,33
"",38,141,3,3,3,3,31
"",39,204,4,2,1,5,26
"",39,158,4,2,2,4,27
"",39,167,3,3,2,4,24
"",40,156,4,2,3,3,42
"",40,156,4,2,3,3,38
"",40,170,0,6,2,4,46
"",41,156,4,2,3,3,41
"",41,155,1,5,2,4,40
"",41,154,0,6,3,3,40
"",42,105,3,3,5,1,25
"",42,142,2,4,2,4,29
"",42,140,2,4,3,3,43
"",43,96,4,2,5,1,21
"",43,194,4,2,2,4,36
"",43,135,3,3,3,3,39
"",44,231,3,3,0,6,18
"",44,170,6,0,3,3,34
"",44,194,2,4,2,4,25
"",45,192,2,4,1,5,31
"",45,167,5,1,2,4,40
"",45,155,5,1,3,3,32
"",46,133,3,3,4,2,39
"",46,139,5,1,3,3,37
"",46,177,3,3,2,4,29
"",47,154,2,4,3,3,40
"",47,198,2,4,0,6,22
"",47,122,4,2,3,3,45
"",48,136,4,2,3,3,40
"",48,160,2,4,2,4,46
"",48,113,3,3,4,2,41
"",49,184,4,2,2,4,46
"",49,106,2,4,4,2,34
"",49,102,4,2,5,1,35
"",50,208,2,4,1,5,32
"",50,175,3,3,2,4,43
"",50,82,2,4,5,1,42
"",51,138,2,4,4,2,43
"",51,152,2,4,3,3,39
"",51,105,3,3,3,3,27
"",52,101,3,3,4,2,36
"",52,139,3,3,4,2,12
"",52,181,5,1,2,4,34
"",53,109,3,3,4,2,39
"",53,122,2,4,4,2,31
"",53,147,1,5,3,3,38
"",54,122,4,2,4,2,43
"",54,181,5,1,2,4,36
"",54,218,4,2,1,5,37
"",55,196,2,4,2,4,44
"",55,145,3,3,3,3,44
"",55,151,5,1,4,2,42
"",56,135,3,3,4,2,18
"",56,180,4,2,1,5,32
"",56,147,3,3,3,3,47
"",57,149,1,5,3,3,40
"",57,140,4,2,3,3,40
"",57,180,4,2,3,3,30
"",58,124,2,4,4,2,36
"",58,175,5,1,2,4,22
"",58,178,4,2,2,4,44
"",59,149,3,3,3,3,28
"",59,117,5,1,3,3,31
"",59,156,4,2,2,4,37
"",60,136,2,4,4,2,33
"",60,98,2,4,6,0,18
"",60,208,2,4,1,5,23
"",61,177,3,3,1,5,39
"",61,158,4,2,2,4,20
"",61,164,2,4,2,4,42
"",62,161,3,3,2,4,44
"",62,160,4,2,2,4,44
"",62,160,2,4,2,4,32
"",63,169,3,3,2,4,29
"",63,165,3,3,3,3,43
"",63,101,3,3,4,2,37
"",64,167,5,1,2,4,43
"",64,139,3,3,3,3,33
"",64,145,3,3,3,3,43
"",65,133,3,3,4,2,35
"",65,171,3,3,2,4,45
"",65,115,3,3,4,2,46
"",66,173,3,3,2,4,44
"",66,142,2,4,4,2,42
"",66,187,5,1,2,4,44
"",67,141,3,3,4,2,28
"",67,127,1,5,3,3,40
"",67,201,3,3,1,5,29
"",68,206,2,4,2,4,43
"",68,191,3,3,2,4,29
"",68,215,3,3,1,5,34
"",69,201,3,3,1,5,26
"",69,193,1,5,1,5,42
"",69,126,4,2,4,2,46
"",70,154,4,2,3,3,43
"",70,91,5,1,4,2,26
"",70,95,3,3,4,2,37
"",71,172,4,2,2,4,44
"",71,201,1,5,2,4,43
"",71,153,3,3,3,3,39
"",72,148,2,4,3,3,34
"",72,218,2,4,1,5,35
"",72,192,6,0,2,4,34
"",73,138,4,2,3,3,34
"",73,166,2,4,2,4,39
"",73,137,5,1,4,2,38
"",74,121,3,3,4,2,46
"",74,161,3,3,2,4,44
"",74,94,2,4,5,1,22
"",75,104,4,2,5,1,27
"",75,223,3,3,1,5,33
"",75,161,1,5,3,3,47
"",76,139,3,3,3,3,29
"",76,170,2,4,2,4,44
"",76,134,4,2,4,2,35
"",77,143,3,3,3,3,45
"",77,153,5,1,3,3,43
"",77,115,3,3,4,2,35
"",78,198,4,2,1,5,35
"",78,132,2,4,3,3,40
"",78,144,4,2,3,3,39
"",79,127,5,1,4,2,39
"",79,90,4,2,4,2,37
"",79,108,4,2,4,2,38
"",80,103,3,3,4,2,39
"",80,130,0,6,4,2,44
"",80,113,3,3,4,2,36
"",81,173,5,1,3,3,34
"",81,161,3,3,2,4,37
"",81,162,2,4,2,4,29
"",82,225,3,3,1,5,24
"",82,152,4,2,3,3,42
"",82,204,4,2,2,4,36
"",83,169,1,5,2,4,40
"",83,152,2,4,3,3,36
"",83,108,2,4,4,2,24
"",84,177,3,3,2,4,33
"",84,98,4,2,4,2,24
"",84,136,4,2,3,3,36
"",85,145,5,1,4,2,46
"",85,155,5,1,3,3,46
"",85,167,3,3,3,3,37
"",86,188,4,2,2,4,39
"",86,136,2,4,3,3,33
"",86,167,3,3,2,4,41
"",87,186,2,4,1,5,45
"",87,149,1,5,2,4,39
"",87,166,4,2,2,4,20
"",88,155,3,3,3,3,46
"",88,170,2,4,2,4,36
"",88,148,4,2,3,3,41
"",89,146,2,4,3,3,39
"",89,134,2,4,3,3,41
"",89,148,4,2,3,3,26
"",90,114,4,2,4,2,25
"",90,190,4,2,2,4,32
"",90,99,3,3,5,1,39
"",91,181,5,1,2,4,31
"",91,167,3,3,3,3,43
"",91,134,2,4,3,3,34
"",92,170,2,4,2,4,39
"",92,118,4,2,4,2,18
"",92,98,2,4,6,0,20
"",93,124,4,2,5,1,32
"",93,168,4,2,3,3,46
"",93,105,3,3,4,2,42
"",94,148,4,2,3,3,42
"",94,115,3,3,5,1,30
"",94,156,4,2,3,3,31
"",95,151,3,3,2,4,38
"",95,156,4,2,3,3,31
"",95,161,3,3,2,4,47
"",96,228,4,2,0,6,19
"",96,191,1,5,3,3,37
"",96,132,2,4,4,2,37
"",97,102,2,4,5,1,32
"",97,126,4,2,4,2,37
"",97,152,2,4,3,3,39
"",98,172,2,4,2,4,37
"",98,135,3,3,4,2,46
"",98,151,3,3,2,4,38
"",99,197,3,3,2,4,35
"",99,129,3,3,3,3,47
"",99,92,4,2,5,1,32
